"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Nov 03 12:21:25 GMT 2025","Mon Nov 03 12:21:26 GMT 2025","1477","chromium","tests/navigation.spec.ts","Navigation","","","should handle 404 navigation",""
"passed","Mon Nov 03 12:23:03 GMT 2025","Mon Nov 03 12:23:09 GMT 2025","6258","mobile-safari","tests/navigation.spec.ts","Navigation","","","should handle 404 navigation",""
"passed","Mon Nov 03 12:21:14 GMT 2025","Mon Nov 03 12:21:19 GMT 2025","5598","chromium","tests/betting.spec.ts","Betting System","","","should display betting form when authenticated",""
"passed","Mon Nov 03 12:21:28 GMT 2025","Mon Nov 03 12:21:30 GMT 2025","2577","chromium","tests/schedule.spec.ts","Schedule Management","","","should navigate to schedule form",""
"failed","Mon Nov 03 12:21:54 GMT 2025","Mon Nov 03 12:22:09 GMT 2025","15487","mobile-chrome","tests/betting.spec.ts","Betting System","","","should navigate to my bets page",""
"passed","Mon Nov 03 12:21:53 GMT 2025","Mon Nov 03 12:21:57 GMT 2025","3067","mobile-chrome","tests/betting.spec.ts","Betting System","","","should show login prompt for unauthenticated users",""
"failed","Mon Nov 03 12:21:58 GMT 2025","Mon Nov 03 12:22:14 GMT 2025","15588","mobile-chrome","tests/my-bets.spec.ts","My Bets Page","","","should navigate back to betting dashboard",""
"passed","Mon Nov 03 12:23:12 GMT 2025","Mon Nov 03 12:23:17 GMT 2025","5248","mobile-safari","tests/mobile.spec.ts","Mobile Responsiveness","","","should handle mobile form inputs",""
"passed","Mon Nov 03 12:22:51 GMT 2025","Mon Nov 03 12:22:55 GMT 2025","4409","mobile-safari","tests/navigation.spec.ts","Navigation","","","should navigate to home page",""
"passed","Mon Nov 03 12:22:45 GMT 2025","Mon Nov 03 12:22:50 GMT 2025","5061","mobile-safari","tests/betting.spec.ts","Betting System","","","should display sections",""
"passed","Mon Nov 03 12:21:53 GMT 2025","Mon Nov 03 12:21:58 GMT 2025","4823","mobile-chrome","tests/betting.spec.ts","Betting System","","","should display betting form when authenticated",""
"passed","Mon Nov 03 12:20:57 GMT 2025","Mon Nov 03 12:21:02 GMT 2025","4764","chromium","tests/admin.spec.ts","Admin Panel","","","should navigate to courts management",""
"passed","Mon Nov 03 12:21:40 GMT 2025","Mon Nov 03 12:21:44 GMT 2025","4507","mobile-chrome","tests/auth.spec.ts","Authentication","","","should show error for duplicate email",""
"passed","Mon Nov 03 12:21:39 GMT 2025","Mon Nov 03 12:21:40 GMT 2025","1806","mobile-chrome","tests/auth.spec.ts","Authentication","","","should register new user successfully",""
"passed","Mon Nov 03 12:22:01 GMT 2025","Mon Nov 03 12:22:03 GMT 2025","1978","mobile-chrome","tests/navigation.spec.ts","Navigation","","","should navigate to betting page",""
"passed","Mon Nov 03 12:22:03 GMT 2025","Mon Nov 03 12:22:05 GMT 2025","1579","mobile-chrome","tests/navigation.spec.ts","Navigation","","","should navigate to login page",""
