"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Nov 03 15:19:05 GMT 2025","Mon Nov 03 15:19:10 GMT 2025","5277","mobile-safari","tests/navigation.spec.ts","Navigation","","","should handle 404 navigation",""
"passed","Mon Nov 03 15:17:30 GMT 2025","Mon Nov 03 15:17:49 GMT 2025","19338","chromium","tests/mobile.spec.ts","Mobile Responsiveness","","","should display betting page on mobile",""
"passed","Mon Nov 03 15:17:08 GMT 2025","Mon Nov 03 15:17:11 GMT 2025","3758","chromium","tests/auth.spec.ts","Authentication","","","should request password reset",""
"passed","Mon Nov 03 15:19:01 GMT 2025","Mon Nov 03 15:19:12 GMT 2025","10628","mobile-safari","tests/navigation.spec.ts","Navigation","","","should display header on all pages",""
"passed","Mon Nov 03 15:17:30 GMT 2025","Mon Nov 03 15:17:49 GMT 2025","19260","chromium","tests/mobile.spec.ts","Mobile Responsiveness","","","should support mobile viewport (320px minimum)",""
"passed","Mon Nov 03 15:17:59 GMT 2025","Mon Nov 03 15:18:01 GMT 2025","2673","mobile-chrome","tests/my-bets.spec.ts","My Bets Page","","","should require authentication",""
"passed","Mon Nov 03 15:17:38 GMT 2025","Mon Nov 03 15:17:42 GMT 2025","3237","mobile-chrome","tests/auth.spec.ts","Authentication","","","should show error for duplicate email",""
"passed","Mon Nov 03 15:17:59 GMT 2025","Mon Nov 03 15:18:02 GMT 2025","2501","mobile-chrome","tests/navigation.spec.ts","Navigation","","","should navigate to home page",""
"passed","Mon Nov 03 15:16:58 GMT 2025","Mon Nov 03 15:17:05 GMT 2025","7912","chromium","tests/admin.spec.ts","Admin Panel","","","should login to admin panel",""
"passed","Mon Nov 03 15:18:05 GMT 2025","Mon Nov 03 15:18:06 GMT 2025","1179","mobile-chrome","tests/navigation.spec.ts","Navigation","","","should handle 404 navigation",""
"passed","Mon Nov 03 15:18:34 GMT 2025","Mon Nov 03 15:18:52 GMT 2025","17981","mobile-safari","tests/auth.spec.ts","Authentication","","","should logout successfully",""
"passed","Mon Nov 03 15:18:09 GMT 2025","Mon Nov 03 15:18:12 GMT 2025","2972","mobile-chrome","tests/schedule.spec.ts","Schedule Management","","","should navigate to schedule form",""
