"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Nov 03 19:11:14 GMT 2025","Mon Nov 03 19:11:15 GMT 2025","1620","mobile-chrome","tests/verify-bypass.spec.ts","","","","verify deployment protection bypass",""
"failed","Mon Nov 03 19:11:13 GMT 2025","Mon Nov 03 19:11:24 GMT 2025","11064","mobile-chrome","tests/schedule.spec.ts","Schedule Management","","","should navigate to schedule form",""
"failed","Mon Nov 03 19:10:00 GMT 2025","Mon Nov 03 19:10:00 GMT 2025","311","chromium","tests/my-bets.spec.ts","My Bets Page","","","should navigate back to betting dashboard",""
"failed","Mon Nov 03 19:09:43 GMT 2025","Mon Nov 03 19:09:56 GMT 2025","12186","chromium","tests/auth.spec.ts","Authentication","","","should request password reset",""
"failed","Mon Nov 03 19:12:15 GMT 2025","Mon Nov 03 19:12:22 GMT 2025","6222","mobile-safari","tests/mobile.spec.ts","Mobile Responsiveness","","","should support mobile viewport (320px minimum)",""
"failed","Mon Nov 03 19:09:57 GMT 2025","Mon Nov 03 19:10:03 GMT 2025","6651","chromium","tests/betting.spec.ts","Betting System","","","should display betting page",""
"failed","Mon Nov 03 19:12:01 GMT 2025","Mon Nov 03 19:12:13 GMT 2025","11966","mobile-safari","tests/navigation.spec.ts","Navigation","","","should navigate to login page",""
"failed","Mon Nov 03 19:10:18 GMT 2025","Mon Nov 03 19:10:29 GMT 2025","11492","chromium","tests/schedule.spec.ts","Schedule Management","","","should navigate to view from home",""
"failed","Mon Nov 03 19:12:09 GMT 2025","Mon Nov 03 19:12:20 GMT 2025","11056","mobile-safari","tests/schedule.spec.ts","Schedule Management","","","should navigate to schedule form",""
"failed","Mon Nov 03 19:09:26 GMT 2025","Mon Nov 03 19:09:39 GMT 2025","13292","chromium","tests/admin.spec.ts","Admin Panel","","","should navigate to LAPEN approvals",""
"failed","Mon Nov 03 19:11:55 GMT 2025","Mon Nov 03 19:11:56 GMT 2025","703","mobile-safari","tests/my-bets.spec.ts","My Bets Page","","","should show empty state when no bets",""
"failed","Mon Nov 03 19:10:00 GMT 2025","Mon Nov 03 19:10:07 GMT 2025","6273","chromium","tests/my-bets.spec.ts","My Bets Page","","","should require authentication",""
"failed","Mon Nov 03 19:09:42 GMT 2025","Mon Nov 03 19:09:54 GMT 2025","12805","chromium","tests/auth.spec.ts","Authentication","","","should show error for invalid credentials",""
"failed","Mon Nov 03 19:09:42 GMT 2025","Mon Nov 03 19:09:55 GMT 2025","12627","chromium","tests/auth.spec.ts","Authentication","","","should logout successfully",""
"passed","Mon Nov 03 19:10:10 GMT 2025","Mon Nov 03 19:10:10 GMT 2025","334","chromium","tests/navigation.spec.ts","Navigation","","","should handle 404 navigation",""
"failed","Mon Nov 03 19:12:04 GMT 2025","Mon Nov 03 19:12:10 GMT 2025","6128","mobile-safari","tests/navigation.spec.ts","Navigation","","","should display header on all pages",""
"failed","Mon Nov 03 19:10:08 GMT 2025","Mon Nov 03 19:10:20 GMT 2025","12092","chromium","tests/navigation.spec.ts","Navigation","","","should navigate to signup page",""
"failed","Mon Nov 03 19:09:59 GMT 2025","Mon Nov 03 19:09:59 GMT 2025","269","chromium","tests/my-bets.spec.ts","My Bets Page","","","should show empty state when no bets",""
