"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Mon Nov 03 19:04:16 GMT 2025","Mon Nov 03 19:04:29 GMT 2025","13027","mobile-safari","tests/auth.spec.ts","Authentication","","","should logout successfully",""
"failed","Mon Nov 03 19:04:14 GMT 2025","Mon Nov 03 19:04:14 GMT 2025","809","mobile-safari","tests/auth.spec.ts","Authentication","","","should show error for duplicate email",""
"failed","Mon Nov 03 19:02:00 GMT 2025","Mon Nov 03 19:02:14 GMT 2025","13476","chromium","tests/auth.spec.ts","Authentication","","","should logout successfully",""
"passed","Mon Nov 03 19:04:59 GMT 2025","Mon Nov 03 19:05:04 GMT 2025","5035","mobile-safari","tests/mobile.spec.ts","Mobile Responsiveness","","","should display mobile-friendly navigation",""
"failed","Mon Nov 03 19:01:43 GMT 2025","Mon Nov 03 19:01:57 GMT 2025","14444","chromium","tests/admin.spec.ts","Admin Panel","","","should navigate to LAPEN approvals",""
"failed","Mon Nov 03 19:03:34 GMT 2025","Mon Nov 03 19:03:47 GMT 2025","12906","mobile-chrome","tests/navigation.spec.ts","Navigation","","","should navigate to signup page",""
"failed","Mon Nov 03 19:03:10 GMT 2025","Mon Nov 03 19:03:10 GMT 2025","435","mobile-chrome","tests/auth.spec.ts","Authentication","","","should show error for duplicate email",""
"passed","Mon Nov 03 19:03:34 GMT 2025","Mon Nov 03 19:03:41 GMT 2025","6217","mobile-chrome","tests/navigation.spec.ts","Navigation","","","should display header on all pages",""
"failed","Mon Nov 03 19:02:00 GMT 2025","Mon Nov 03 19:02:01 GMT 2025","1030","chromium","tests/auth.spec.ts","Authentication","","","should show error for duplicate email",""
"failed","Mon Nov 03 19:04:01 GMT 2025","Mon Nov 03 19:04:14 GMT 2025","13242","mobile-safari","tests/admin.spec.ts","Admin Panel","","","should navigate to reports",""
"failed","Mon Nov 03 19:04:08 GMT 2025","Mon Nov 03 19:04:21 GMT 2025","12574","mobile-safari","tests/admin.spec.ts","Admin Panel","","","should prevent access without authentication",""
"failed","Mon Nov 03 19:02:20 GMT 2025","Mon Nov 03 19:02:21 GMT 2025","675","chromium","tests/my-bets.spec.ts","My Bets Page","","","should display my bets page when authenticated",""
"failed","Mon Nov 03 19:03:25 GMT 2025","Mon Nov 03 19:03:25 GMT 2025","465","mobile-chrome","tests/betting.spec.ts","Betting System","","","should navigate to my bets page",""
"failed","Mon Nov 03 19:03:24 GMT 2025","Mon Nov 03 19:03:24 GMT 2025","497","mobile-chrome","tests/betting.spec.ts","Betting System","","","should display betting form when authenticated",""
"failed","Mon Nov 03 19:03:15 GMT 2025","Mon Nov 03 19:03:28 GMT 2025","12588","mobile-chrome","tests/auth.spec.ts","Authentication","","","should request password reset",""
"failed","Mon Nov 03 19:04:01 GMT 2025","Mon Nov 03 19:04:13 GMT 2025","12636","mobile-safari","tests/admin.spec.ts","Admin Panel","","","should navigate to LAPEN approvals",""
"failed","Mon Nov 03 19:03:37 GMT 2025","Mon Nov 03 19:03:44 GMT 2025","6893","mobile-chrome","tests/navigation.spec.ts","Navigation","","","should handle 404 navigation",""
"failed","Mon Nov 03 19:01:43 GMT 2025","Mon Nov 03 19:01:58 GMT 2025","14438","chromium","tests/admin.spec.ts","Admin Panel","","","should navigate to courts management",""
"failed","Mon Nov 03 19:04:40 GMT 2025","Mon Nov 03 19:04:55 GMT 2025","15658","mobile-safari","tests/navigation.spec.ts","Navigation","","","should navigate to login page",""
