"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Mon Nov 03 19:09:52 GMT 2025","Mon Nov 03 19:09:52 GMT 2025","293","mobile-chrome","tests/betting.spec.ts","Betting System","","","should navigate to my bets page",""
"failed","Mon Nov 03 19:08:40 GMT 2025","Mon Nov 03 19:08:41 GMT 2025","979","chromium","tests/betting.spec.ts","Betting System","","","should display betting form when authenticated",""
"passed","Mon Nov 03 19:10:14 GMT 2025","Mon Nov 03 19:10:18 GMT 2025","4252","mobile-chrome","tests/mobile.spec.ts","Mobile Responsiveness","","","should display mobile-friendly navigation",""
"failed","Mon Nov 03 19:09:47 GMT 2025","Mon Nov 03 19:09:54 GMT 2025","6804","mobile-chrome","tests/betting.spec.ts","Betting System","","","should display betting page",""
"failed","Mon Nov 03 19:08:25 GMT 2025","Mon Nov 03 19:08:39 GMT 2025","13379","chromium","tests/admin.spec.ts","Admin Panel","","","should prevent access without authentication",""
"failed","Mon Nov 03 19:09:36 GMT 2025","Mon Nov 03 19:09:37 GMT 2025","927","mobile-chrome","tests/auth.spec.ts","Authentication","","","should show error for duplicate email",""
"passed","Mon Nov 03 19:11:01 GMT 2025","Mon Nov 03 19:11:05 GMT 2025","3716","mobile-safari","tests/navigation.spec.ts","Navigation","","","should navigate to home page",""
"failed","Mon Nov 03 19:11:04 GMT 2025","Mon Nov 03 19:11:18 GMT 2025","14734","mobile-safari","tests/navigation.spec.ts","Navigation","","","should navigate to login page",""
"failed","Mon Nov 03 19:10:48 GMT 2025","Mon Nov 03 19:11:01 GMT 2025","13354","mobile-safari","tests/auth.spec.ts","Authentication","","","should register LAPEN member with approval pending",""
"passed","Mon Nov 03 19:09:06 GMT 2025","Mon Nov 03 19:09:19 GMT 2025","13450","chromium","tests/mobile.spec.ts","Mobile Responsiveness","","","should support mobile viewport (320px minimum)",""
"failed","Mon Nov 03 19:08:07 GMT 2025","Mon Nov 03 19:08:21 GMT 2025","14572","chromium","tests/admin.spec.ts","Admin Panel","","","should navigate to courts management",""
"failed","Mon Nov 03 19:08:07 GMT 2025","Mon Nov 03 19:08:21 GMT 2025","14479","chromium","tests/admin.spec.ts","Admin Panel","","","should navigate to reports",""
"failed","Mon Nov 03 19:10:00 GMT 2025","Mon Nov 03 19:10:13 GMT 2025","13194","mobile-chrome","tests/navigation.spec.ts","Navigation","","","should navigate to signup page",""
"failed","Mon Nov 03 19:09:03 GMT 2025","Mon Nov 03 19:09:15 GMT 2025","12133","chromium","tests/schedule.spec.ts","Schedule Management","","","should navigate to schedule form",""
"failed","Mon Nov 03 19:10:14 GMT 2025","Mon Nov 03 19:10:26 GMT 2025","12538","mobile-chrome","tests/schedule.spec.ts","Schedule Management","","","should navigate to view from home",""
"failed","Mon Nov 03 19:10:35 GMT 2025","Mon Nov 03 19:10:47 GMT 2025","12348","mobile-safari","tests/auth.spec.ts","Authentication","","","should register new user successfully",""
"passed","Mon Nov 03 19:11:21 GMT 2025","Mon Nov 03 19:11:26 GMT 2025","4146","mobile-safari","tests/mobile.spec.ts","Mobile Responsiveness","","","should display mobile-friendly navigation",""
"failed","Mon Nov 03 19:10:12 GMT 2025","Mon Nov 03 19:10:24 GMT 2025","12098","mobile-chrome","tests/schedule.spec.ts","Schedule Management","","","should navigate to schedule form",""
"failed","Mon Nov 03 19:11:21 GMT 2025","Mon Nov 03 19:11:35 GMT 2025","14025","mobile-safari","tests/schedule.spec.ts","Schedule Management","","","should navigate to view from home",""
"failed","Mon Nov 03 19:09:44 GMT 2025","Mon Nov 03 19:09:57 GMT 2025","13049","mobile-chrome","tests/auth.spec.ts","Authentication","","","should request password reset",""
"failed","Mon Nov 03 19:08:06 GMT 2025","Mon Nov 03 19:08:21 GMT 2025","14396","chromium","tests/admin.spec.ts","Admin Panel","","","should navigate to LAPEN approvals",""
"failed","Mon Nov 03 19:10:03 GMT 2025","Mon Nov 03 19:10:10 GMT 2025","6936","mobile-chrome","tests/navigation.spec.ts","Navigation","","","should handle 404 navigation",""
"failed","Mon Nov 03 19:09:58 GMT 2025","Mon Nov 03 19:10:11 GMT 2025","12350","mobile-chrome","tests/navigation.spec.ts","Navigation","","","should navigate to betting page",""
"failed","Mon Nov 03 19:08:40 GMT 2025","Mon Nov 03 19:08:47 GMT 2025","7005","chromium","tests/betting.spec.ts","Betting System","","","should display betting page",""
"failed","Mon Nov 03 19:10:07 GMT 2025","Mon Nov 03 19:10:16 GMT 2025","8705","mobile-chrome","tests/navigation.spec.ts","Navigation","","","should navigate back from login to home",""
"passed","Mon Nov 03 19:10:16 GMT 2025","Mon Nov 03 19:10:19 GMT 2025","2799","mobile-chrome","tests/mobile.spec.ts","Mobile Responsiveness","","","should support mobile viewport (320px minimum)",""
"failed","Mon Nov 03 19:10:17 GMT 2025","Mon Nov 03 19:10:25 GMT 2025","8256","mobile-chrome","tests/mobile.spec.ts","Mobile Responsiveness","","","should display betting page on mobile",""
"failed","Mon Nov 03 19:08:51 GMT 2025","Mon Nov 03 19:09:04 GMT 2025","12822","chromium","tests/navigation.spec.ts","Navigation","","","should navigate to signup page",""
"failed","Mon Nov 03 19:09:54 GMT 2025","Mon Nov 03 19:09:54 GMT 2025","365","mobile-chrome","tests/my-bets.spec.ts","My Bets Page","","","should show empty state when no bets",""
"failed","Mon Nov 03 19:08:29 GMT 2025","Mon Nov 03 19:08:43 GMT 2025","14003","chromium","tests/auth.spec.ts","Authentication","","","should request password reset",""
"failed","Mon Nov 03 19:10:57 GMT 2025","Mon Nov 03 19:11:06 GMT 2025","8828","mobile-safari","tests/betting.spec.ts","Betting System","","","should display sections",""
"failed","Mon Nov 03 19:10:20 GMT 2025","Mon Nov 03 19:10:33 GMT 2025","13080","mobile-safari","tests/admin.spec.ts","Admin Panel","","","should login to admin panel",""
"failed","Mon Nov 03 19:08:49 GMT 2025","Mon Nov 03 19:09:02 GMT 2025","13256","chromium","tests/navigation.spec.ts","Navigation","","","should navigate to schedule view",""
"failed","Mon Nov 03 19:10:57 GMT 2025","Mon Nov 03 19:10:58 GMT 2025","950","mobile-safari","tests/my-bets.spec.ts","My Bets Page","","","should display my bets page when authenticated",""
"failed","Mon Nov 03 19:09:55 GMT 2025","Mon Nov 03 19:10:02 GMT 2025","6881","mobile-chrome","tests/my-bets.spec.ts","My Bets Page","","","should require authentication",""
"failed","Mon Nov 03 19:09:04 GMT 2025","Mon Nov 03 19:09:17 GMT 2025","13391","chromium","tests/schedule.spec.ts","Schedule Management","","","should navigate to view from home",""
"failed","Mon Nov 03 19:08:46 GMT 2025","Mon Nov 03 19:08:52 GMT 2025","6614","chromium","tests/my-bets.spec.ts","My Bets Page","","","should require authentication",""
"failed","Mon Nov 03 19:10:25 GMT 2025","Mon Nov 03 19:10:38 GMT 2025","12778","mobile-safari","tests/admin.spec.ts","Admin Panel","","","should navigate to matches management",""
"passed","Mon Nov 03 19:11:19 GMT 2025","Mon Nov 03 19:11:24 GMT 2025","4579","mobile-safari","tests/schedule.spec.ts","Schedule Management","","","should display schedule view",""
"failed","Mon Nov 03 19:10:26 GMT 2025","Mon Nov 03 19:10:39 GMT 2025","12793","mobile-safari","tests/admin.spec.ts","Admin Panel","","","should navigate to LAPEN approvals",""
"failed","Mon Nov 03 19:09:32 GMT 2025","Mon Nov 03 19:09:43 GMT 2025","11741","mobile-chrome","tests/admin.spec.ts","Admin Panel","","","should display dashboard statistics",""
"failed","Mon Nov 03 19:09:39 GMT 2025","Mon Nov 03 19:09:50 GMT 2025","11690","mobile-chrome","tests/auth.spec.ts","Authentication","","","should show error for invalid credentials",""
"failed","Mon Nov 03 19:11:03 GMT 2025","Mon Nov 03 19:11:17 GMT 2025","14337","mobile-safari","tests/navigation.spec.ts","Navigation","","","should navigate to betting page",""
"failed","Mon Nov 03 19:11:00 GMT 2025","Mon Nov 03 19:11:01 GMT 2025","1640","mobile-safari","tests/my-bets.spec.ts","My Bets Page","","","should navigate back to betting dashboard",""
"failed","Mon Nov 03 19:10:21 GMT 2025","Mon Nov 03 19:10:33 GMT 2025","12964","mobile-safari","tests/admin.spec.ts","Admin Panel","","","should navigate to courts management",""
"failed","Mon Nov 03 19:10:45 GMT 2025","Mon Nov 03 19:10:58 GMT 2025","12968","mobile-safari","tests/auth.spec.ts","Authentication","","","should request password reset",""
"failed","Mon Nov 03 19:09:52 GMT 2025","Mon Nov 03 19:10:00 GMT 2025","7901","mobile-chrome","tests/betting.spec.ts","Betting System","","","should display sections",""
"failed","Mon Nov 03 19:10:56 GMT 2025","Mon Nov 03 19:10:57 GMT 2025","919","mobile-safari","tests/betting.spec.ts","Betting System","","","should navigate to my bets page",""
"failed","Mon Nov 03 19:10:58 GMT 2025","Mon Nov 03 19:10:59 GMT 2025","832","mobile-safari","tests/my-bets.spec.ts","My Bets Page","","","should show empty state when no bets",""
"failed","Mon Nov 03 19:08:25 GMT 2025","Mon Nov 03 19:08:26 GMT 2025","889","chromium","tests/auth.spec.ts","Authentication","","","should show error for duplicate email",""
"failed","Mon Nov 03 19:10:27 GMT 2025","Mon Nov 03 19:10:40 GMT 2025","12867","mobile-safari","tests/admin.spec.ts","Admin Panel","","","should navigate to reports",""
"failed","Mon Nov 03 19:08:25 GMT 2025","Mon Nov 03 19:08:38 GMT 2025","12776","chromium","tests/auth.spec.ts","Authentication","","","should login with valid credentials",""
"failed","Mon Nov 03 19:08:41 GMT 2025","Mon Nov 03 19:08:42 GMT 2025","910","chromium","tests/betting.spec.ts","Betting System","","","should navigate to my bets page",""
