"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Mon Nov 03 04:09:26 GMT 2025","Mon Nov 03 04:09:26 GMT 2025","728","chromium","tests/betting.spec.ts","Betting System","","","should navigate to my bets page",""
"failed","Mon Nov 03 04:11:56 GMT 2025","Mon Nov 03 04:12:02 GMT 2025","6384","mobile-safari","tests/mobile.spec.ts","Mobile Responsiveness","","","should display mobile-friendly navigation",""
"failed","Mon Nov 03 04:09:24 GMT 2025","Mon Nov 03 04:09:35 GMT 2025","11680","chromium","tests/auth.spec.ts","Authentication","","","should register LAPEN member with approval pending",""
"failed","Mon Nov 03 04:09:10 GMT 2025","Mon Nov 03 04:09:21 GMT 2025","11485","chromium","tests/auth.spec.ts","Authentication","","","should register new user successfully",""
"failed","Mon Nov 03 04:09:50 GMT 2025","Mon Nov 03 04:10:03 GMT 2025","13003","chromium","tests/mobile.spec.ts","Mobile Responsiveness","","","should support mobile viewport (320px minimum)",""
"failed","Mon Nov 03 04:11:38 GMT 2025","Mon Nov 03 04:11:39 GMT 2025","1207","mobile-safari","tests/my-bets.spec.ts","My Bets Page","","","should show empty state when no bets",""
"failed","Mon Nov 03 04:10:32 GMT 2025","Mon Nov 03 04:10:32 GMT 2025","355","mobile-chrome","tests/betting.spec.ts","Betting System","","","should navigate to my bets page",""
"failed","Mon Nov 03 04:09:30 GMT 2025","Mon Nov 03 04:09:30 GMT 2025","316","chromium","tests/my-bets.spec.ts","My Bets Page","","","should navigate back to betting dashboard",""
"failed","Mon Nov 03 04:11:42 GMT 2025","Mon Nov 03 04:11:54 GMT 2025","12105","mobile-safari","tests/navigation.spec.ts","Navigation","","","should navigate to schedule view",""
"failed","Mon Nov 03 04:11:26 GMT 2025","Mon Nov 03 04:11:37 GMT 2025","11528","mobile-safari","tests/auth.spec.ts","Authentication","","","should register LAPEN member with approval pending",""
"failed","Mon Nov 03 04:11:25 GMT 2025","Mon Nov 03 04:11:37 GMT 2025","11715","mobile-safari","tests/auth.spec.ts","Authentication","","","should request password reset",""
"failed","Mon Nov 03 04:10:30 GMT 2025","Mon Nov 03 04:10:31 GMT 2025","469","mobile-chrome","tests/betting.spec.ts","Betting System","","","should display betting form when authenticated",""
"failed","Mon Nov 03 04:09:47 GMT 2025","Mon Nov 03 04:09:58 GMT 2025","11230","chromium","tests/schedule.spec.ts","Schedule Management","","","should navigate to schedule form",""
"failed","Mon Nov 03 04:11:35 GMT 2025","Mon Nov 03 04:11:36 GMT 2025","720","mobile-safari","tests/my-bets.spec.ts","My Bets Page","","","should display my bets page when authenticated",""
"failed","Mon Nov 03 04:10:05 GMT 2025","Mon Nov 03 04:10:17 GMT 2025","11653","mobile-chrome","tests/admin.spec.ts","Admin Panel","","","should navigate to matches management",""
"failed","Mon Nov 03 04:10:58 GMT 2025","Mon Nov 03 04:11:05 GMT 2025","6229","mobile-chrome","tests/mobile.spec.ts","Mobile Responsiveness","","","should display betting page on mobile",""
"passed","Mon Nov 03 04:11:47 GMT 2025","Mon Nov 03 04:11:48 GMT 2025","807","mobile-safari","tests/navigation.spec.ts","Navigation","","","should handle 404 navigation",""
"failed","Mon Nov 03 04:09:10 GMT 2025","Mon Nov 03 04:09:22 GMT 2025","12121","chromium","tests/auth.spec.ts","Authentication","","","should show error for duplicate email",""
"failed","Mon Nov 03 04:11:01 GMT 2025","Mon Nov 03 04:11:12 GMT 2025","11102","mobile-safari","tests/admin.spec.ts","Admin Panel","","","should login to admin panel",""
"failed","Mon Nov 03 04:09:50 GMT 2025","Mon Nov 03 04:10:08 GMT 2025","18377","chromium","tests/mobile.spec.ts","Mobile Responsiveness","","","should handle mobile form inputs",""
"failed","Mon Nov 03 04:08:54 GMT 2025","Mon Nov 03 04:09:06 GMT 2025","12620","chromium","tests/admin.spec.ts","Admin Panel","","","should navigate to matches management",""
"failed","Mon Nov 03 04:08:53 GMT 2025","Mon Nov 03 04:09:06 GMT 2025","12880","chromium","tests/admin.spec.ts","Admin Panel","","","should navigate to reports",""
"failed","Mon Nov 03 04:09:32 GMT 2025","Mon Nov 03 04:09:38 GMT 2025","6344","chromium","tests/my-bets.spec.ts","My Bets Page","","","should require authentication",""
"failed","Mon Nov 03 04:10:51 GMT 2025","Mon Nov 03 04:10:57 GMT 2025","6118","mobile-chrome","tests/schedule.spec.ts","Schedule Management","","","should display schedule view",""
