"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Mon Nov 03 04:01:56 GMT 2025","Mon Nov 03 04:01:56 GMT 2025","316","chromium","tests/my-bets.spec.ts","My Bets Page","","","should show empty state when no bets",""
"failed","Mon Nov 03 04:02:27 GMT 2025","Mon Nov 03 04:02:38 GMT 2025","11197","mobile-chrome","tests/admin.spec.ts","Admin Panel","","","should navigate to courts management",""
"failed","Mon Nov 03 04:01:21 GMT 2025","Mon Nov 03 04:01:34 GMT 2025","12652","chromium","tests/admin.spec.ts","Admin Panel","","","should navigate to matches management",""
"failed","Mon Nov 03 04:03:25 GMT 2025","Mon Nov 03 04:03:36 GMT 2025","11065","mobile-safari","tests/admin.spec.ts","Admin Panel","","","should login to admin panel",""
"failed","Mon Nov 03 04:01:57 GMT 2025","Mon Nov 03 04:01:58 GMT 2025","369","chromium","tests/my-bets.spec.ts","My Bets Page","","","should navigate back to betting dashboard",""
"failed","Mon Nov 03 04:01:51 GMT 2025","Mon Nov 03 04:02:02 GMT 2025","11557","chromium","tests/auth.spec.ts","Authentication","","","should request password reset",""
"failed","Mon Nov 03 04:03:56 GMT 2025","Mon Nov 03 04:03:57 GMT 2025","514","mobile-safari","tests/betting.spec.ts","Betting System","","","should display betting form when authenticated",""
"failed","Mon Nov 03 04:01:51 GMT 2025","Mon Nov 03 04:01:57 GMT 2025","5894","chromium","tests/betting.spec.ts","Betting System","","","should display betting page",""
"failed","Mon Nov 03 04:02:45 GMT 2025","Mon Nov 03 04:02:56 GMT 2025","11306","mobile-chrome","tests/auth.spec.ts","Authentication","","","should logout successfully",""
"failed","Mon Nov 03 04:01:51 GMT 2025","Mon Nov 03 04:02:02 GMT 2025","11676","chromium","tests/auth.spec.ts","Authentication","","","should register LAPEN member with approval pending",""
"failed","Mon Nov 03 04:03:49 GMT 2025","Mon Nov 03 04:04:01 GMT 2025","11847","mobile-safari","tests/auth.spec.ts","Authentication","","","should request password reset",""
"failed","Mon Nov 03 04:03:07 GMT 2025","Mon Nov 03 04:03:13 GMT 2025","5732","mobile-chrome","tests/navigation.spec.ts","Navigation","","","should display header on all pages",""
"failed","Mon Nov 03 04:02:39 GMT 2025","Mon Nov 03 04:02:50 GMT 2025","10865","mobile-chrome","tests/admin.spec.ts","Admin Panel","","","should prevent access without authentication",""
"failed","Mon Nov 03 04:01:21 GMT 2025","Mon Nov 03 04:01:33 GMT 2025","12663","chromium","tests/admin.spec.ts","Admin Panel","","","should display dashboard statistics",""
"failed","Mon Nov 03 04:02:05 GMT 2025","Mon Nov 03 04:02:11 GMT 2025","5700","chromium","tests/navigation.spec.ts","Navigation","","","should display header on all pages",""
"failed","Mon Nov 03 04:01:37 GMT 2025","Mon Nov 03 04:01:49 GMT 2025","12685","chromium","tests/admin.spec.ts","Admin Panel","","","should prevent access without authentication",""
"failed","Mon Nov 03 04:03:02 GMT 2025","Mon Nov 03 04:03:13 GMT 2025","11392","mobile-chrome","tests/navigation.spec.ts","Navigation","","","should navigate to betting page",""
"failed","Mon Nov 03 04:01:59 GMT 2025","Mon Nov 03 04:02:10 GMT 2025","11020","chromium","tests/navigation.spec.ts","Navigation","","","should navigate to betting page",""
"failed","Mon Nov 03 04:03:18 GMT 2025","Mon Nov 03 04:03:25 GMT 2025","6139","mobile-chrome","tests/mobile.spec.ts","Mobile Responsiveness","","","should support mobile viewport (320px minimum)",""
"failed","Mon Nov 03 04:04:08 GMT 2025","Mon Nov 03 04:04:19 GMT 2025","11636","mobile-safari","tests/navigation.spec.ts","Navigation","","","should navigate to signup page",""
"failed","Mon Nov 03 04:02:19 GMT 2025","Mon Nov 03 04:02:28 GMT 2025","9415","chromium","tests/mobile.spec.ts","Mobile Responsiveness","","","should display betting page on mobile",""
"failed","Mon Nov 03 04:01:21 GMT 2025","Mon Nov 03 04:01:34 GMT 2025","12930","chromium","tests/admin.spec.ts","Admin Panel","","","should navigate to courts management",""
"failed","Mon Nov 03 04:04:11 GMT 2025","Mon Nov 03 04:04:18 GMT 2025","6911","mobile-safari","tests/navigation.spec.ts","Navigation","","","should navigate back from login to home",""
"failed","Mon Nov 03 04:02:42 GMT 2025","Mon Nov 03 04:02:53 GMT 2025","11316","mobile-chrome","tests/auth.spec.ts","Authentication","","","should show error for duplicate email",""
"failed","Mon Nov 03 04:02:57 GMT 2025","Mon Nov 03 04:03:03 GMT 2025","6383","mobile-chrome","tests/betting.spec.ts","Betting System","","","should display sections",""
"failed","Mon Nov 03 04:03:18 GMT 2025","Mon Nov 03 04:03:29 GMT 2025","11228","mobile-chrome","tests/schedule.spec.ts","Schedule Management","","","should navigate to view from home",""
"failed","Mon Nov 03 04:03:16 GMT 2025","Mon Nov 03 04:03:27 GMT 2025","11968","mobile-chrome","tests/schedule.spec.ts","Schedule Management","","","should navigate to schedule form",""
"failed","Mon Nov 03 04:03:14 GMT 2025","Mon Nov 03 04:03:16 GMT 2025","2135","mobile-chrome","tests/navigation.spec.ts","Navigation","","","should navigate back from login to home",""
"failed","Mon Nov 03 04:03:37 GMT 2025","Mon Nov 03 04:03:48 GMT 2025","11148","mobile-safari","tests/admin.spec.ts","Admin Panel","","","should prevent access without authentication",""
"failed","Mon Nov 03 04:03:01 GMT 2025","Mon Nov 03 04:03:07 GMT 2025","6003","mobile-chrome","tests/navigation.spec.ts","Navigation","","","should navigate to home page",""
"failed","Mon Nov 03 04:01:59 GMT 2025","Mon Nov 03 04:02:05 GMT 2025","6329","chromium","tests/navigation.spec.ts","Navigation","","","should navigate to home page",""
"failed","Mon Nov 03 04:03:32 GMT 2025","Mon Nov 03 04:03:44 GMT 2025","11901","mobile-safari","tests/admin.spec.ts","Admin Panel","","","should display dashboard statistics",""
"failed","Mon Nov 03 04:03:37 GMT 2025","Mon Nov 03 04:03:49 GMT 2025","11132","mobile-safari","tests/auth.spec.ts","Authentication","","","should register new user successfully",""
"failed","Mon Nov 03 04:03:18 GMT 2025","Mon Nov 03 04:03:30 GMT 2025","11726","mobile-chrome","tests/mobile.spec.ts","Mobile Responsiveness","","","should handle mobile form inputs",""
"failed","Mon Nov 03 04:03:04 GMT 2025","Mon Nov 03 04:03:16 GMT 2025","12400","mobile-chrome","tests/navigation.spec.ts","Navigation","","","should navigate to schedule view",""
"failed","Mon Nov 03 04:02:12 GMT 2025","Mon Nov 03 04:02:18 GMT 2025","5904","chromium","tests/schedule.spec.ts","Schedule Management","","","should display schedule view",""
"failed","Mon Nov 03 04:02:29 GMT 2025","Mon Nov 03 04:02:41 GMT 2025","11620","mobile-chrome","tests/admin.spec.ts","Admin Panel","","","should navigate to matches management",""
"failed","Mon Nov 03 04:02:17 GMT 2025","Mon Nov 03 04:02:28 GMT 2025","10699","chromium","tests/mobile.spec.ts","Mobile Responsiveness","","","should support mobile viewport (320px minimum)",""
"failed","Mon Nov 03 04:01:37 GMT 2025","Mon Nov 03 04:01:49 GMT 2025","12065","chromium","tests/auth.spec.ts","Authentication","","","should show error for invalid credentials",""
"failed","Mon Nov 03 04:03:49 GMT 2025","Mon Nov 03 04:04:01 GMT 2025","12012","mobile-safari","tests/auth.spec.ts","Authentication","","","should register LAPEN member with approval pending",""
"failed","Mon Nov 03 04:02:03 GMT 2025","Mon Nov 03 04:02:16 GMT 2025","12319","chromium","tests/navigation.spec.ts","Navigation","","","should navigate to login page",""
"failed","Mon Nov 03 04:01:37 GMT 2025","Mon Nov 03 04:01:49 GMT 2025","12112","chromium","tests/auth.spec.ts","Authentication","","","should register new user successfully",""
"failed","Mon Nov 03 04:03:18 GMT 2025","Mon Nov 03 04:03:24 GMT 2025","6269","mobile-chrome","tests/mobile.spec.ts","Mobile Responsiveness","","","should display mobile-friendly navigation",""
"failed","Mon Nov 03 04:01:55 GMT 2025","Mon Nov 03 04:02:01 GMT 2025","5873","chromium","tests/betting.spec.ts","Betting System","","","should display sections",""
"failed","Mon Nov 03 04:02:04 GMT 2025","Mon Nov 03 04:02:16 GMT 2025","12279","chromium","tests/navigation.spec.ts","Navigation","","","should navigate to signup page",""
"failed","Mon Nov 03 04:02:50 GMT 2025","Mon Nov 03 04:03:02 GMT 2025","11974","mobile-chrome","tests/auth.spec.ts","Authentication","","","should request password reset",""
"failed","Mon Nov 03 04:03:01 GMT 2025","Mon Nov 03 04:03:06 GMT 2025","5760","mobile-chrome","tests/my-bets.spec.ts","My Bets Page","","","should require authentication",""
"failed","Mon Nov 03 04:02:14 GMT 2025","Mon Nov 03 04:02:26 GMT 2025","12068","chromium","tests/schedule.spec.ts","Schedule Management","","","should navigate to schedule form",""
"failed","Mon Nov 03 04:02:57 GMT 2025","Mon Nov 03 04:02:58 GMT 2025","328","mobile-chrome","tests/my-bets.spec.ts","My Bets Page","","","should display my bets page when authenticated",""
"failed","Mon Nov 03 04:02:42 GMT 2025","Mon Nov 03 04:02:53 GMT 2025","11402","mobile-chrome","tests/auth.spec.ts","Authentication","","","should login with valid credentials",""
"failed","Mon Nov 03 04:04:03 GMT 2025","Mon Nov 03 04:04:09 GMT 2025","6572","mobile-safari","tests/navigation.spec.ts","Navigation","","","should navigate to home page",""
"failed","Mon Nov 03 04:02:15 GMT 2025","Mon Nov 03 04:02:26 GMT 2025","11384","chromium","tests/mobile.spec.ts","Mobile Responsiveness","","","should display mobile-friendly navigation",""
"failed","Mon Nov 03 04:03:45 GMT 2025","Mon Nov 03 04:03:56 GMT 2025","11517","mobile-safari","tests/auth.spec.ts","Authentication","","","should logout successfully",""
"failed","Mon Nov 03 04:04:16 GMT 2025","Mon Nov 03 04:04:22 GMT 2025","6406","mobile-safari","tests/schedule.spec.ts","Schedule Management","","","should display schedule view",""
"failed","Mon Nov 03 04:03:54 GMT 2025","Mon Nov 03 04:04:01 GMT 2025","6582","mobile-safari","tests/betting.spec.ts","Betting System","","","should show login prompt for unauthenticated users",""
"failed","Mon Nov 03 04:04:21 GMT 2025","Mon Nov 03 04:04:27 GMT 2025","6590","mobile-safari","tests/mobile.spec.ts","Mobile Responsiveness","","","should support mobile viewport (320px minimum)",""
"failed","Mon Nov 03 04:04:05 GMT 2025","Mon Nov 03 04:04:18 GMT 2025","13180","mobile-safari","tests/navigation.spec.ts","Navigation","","","should navigate to login page",""
"failed","Mon Nov 03 04:03:04 GMT 2025","Mon Nov 03 04:03:17 GMT 2025","12603","mobile-chrome","tests/navigation.spec.ts","Navigation","","","should navigate to signup page",""
"failed","Mon Nov 03 04:01:21 GMT 2025","Mon Nov 03 04:01:34 GMT 2025","12999","chromium","tests/admin.spec.ts","Admin Panel","","","should navigate to reports",""
"failed","Mon Nov 03 04:03:08 GMT 2025","Mon Nov 03 04:03:14 GMT 2025","5770","mobile-chrome","tests/navigation.spec.ts","Navigation","","","should handle 404 navigation",""
"failed","Mon Nov 03 04:02:55 GMT 2025","Mon Nov 03 04:02:55 GMT 2025","414","mobile-chrome","tests/betting.spec.ts","Betting System","","","should display betting form when authenticated",""
"failed","Mon Nov 03 04:02:29 GMT 2025","Mon Nov 03 04:02:41 GMT 2025","11608","mobile-chrome","tests/admin.spec.ts","Admin Panel","","","should navigate to LAPEN approvals",""
"failed","Mon Nov 03 04:01:52 GMT 2025","Mon Nov 03 04:01:58 GMT 2025","6241","chromium","tests/betting.spec.ts","Betting System","","","should show login prompt for unauthenticated users",""
"failed","Mon Nov 03 04:03:26 GMT 2025","Mon Nov 03 04:03:37 GMT 2025","11078","mobile-safari","tests/admin.spec.ts","Admin Panel","","","should navigate to courts management",""
"failed","Mon Nov 03 04:03:22 GMT 2025","Mon Nov 03 04:03:28 GMT 2025","6022","mobile-chrome","tests/mobile.spec.ts","Mobile Responsiveness","","","should display betting page on mobile",""
"failed","Mon Nov 03 04:02:55 GMT 2025","Mon Nov 03 04:03:00 GMT 2025","5864","mobile-chrome","tests/betting.spec.ts","Betting System","","","should show login prompt for unauthenticated users",""
"failed","Mon Nov 03 04:01:55 GMT 2025","Mon Nov 03 04:01:55 GMT 2025","349","chromium","tests/my-bets.spec.ts","My Bets Page","","","should display my bets page when authenticated",""
"failed","Mon Nov 03 04:03:29 GMT 2025","Mon Nov 03 04:03:40 GMT 2025","11277","mobile-safari","tests/admin.spec.ts","Admin Panel","","","should navigate to matches management",""
"failed","Mon Nov 03 04:01:52 GMT 2025","Mon Nov 03 04:01:53 GMT 2025","1289","chromium","tests/betting.spec.ts","Betting System","","","should navigate to my bets page",""
