"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Nov 03 13:00:23 GMT 2025","Mon Nov 03 13:00:24 GMT 2025","1546","mobile-chrome","tests/navigation.spec.ts","Navigation","","","should navigate to signup page",""
"passed","Mon Nov 03 13:01:07 GMT 2025","Mon Nov 03 13:01:13 GMT 2025","5681","mobile-safari","tests/betting.spec.ts","Betting System","","","should display sections",""
"failed","Mon Nov 03 13:01:05 GMT 2025","Mon Nov 03 13:01:25 GMT 2025","20255","mobile-safari","tests/betting.spec.ts","Betting System","","","should navigate to my bets page",""
"passed","Mon Nov 03 13:01:34 GMT 2025","Mon Nov 03 13:01:40 GMT 2025","5273","mobile-safari","tests/mobile.spec.ts","Mobile Responsiveness","","","should display mobile-friendly navigation",""
"passed","Mon Nov 03 12:59:58 GMT 2025","Mon Nov 03 13:00:01 GMT 2025","2780","mobile-chrome","tests/auth.spec.ts","Authentication","","","should show error for duplicate email",""
"passed","Mon Nov 03 13:00:31 GMT 2025","Mon Nov 03 13:00:38 GMT 2025","6546","mobile-chrome","tests/mobile.spec.ts","Mobile Responsiveness","","","should handle mobile form inputs",""
"passed","Mon Nov 03 12:59:27 GMT 2025","Mon Nov 03 12:59:31 GMT 2025","4683","chromium","tests/auth.spec.ts","Authentication","","","should register LAPEN member with approval pending",""
"passed","Mon Nov 03 13:00:32 GMT 2025","Mon Nov 03 13:00:38 GMT 2025","5763","mobile-chrome","tests/mobile.spec.ts","Mobile Responsiveness","","","should support mobile viewport (320px minimum)",""
"passed","Mon Nov 03 12:59:39 GMT 2025","Mon Nov 03 12:59:40 GMT 2025","1357","chromium","tests/navigation.spec.ts","Navigation","","","should navigate to schedule view",""
"passed","Mon Nov 03 13:00:55 GMT 2025","Mon Nov 03 13:01:03 GMT 2025","8141","mobile-safari","tests/auth.spec.ts","Authentication","","","should request password reset",""
"passed","Mon Nov 03 13:01:28 GMT 2025","Mon Nov 03 13:01:35 GMT 2025","7335","mobile-safari","tests/schedule.spec.ts","Schedule Management","","","should navigate to schedule form",""
"failed","Mon Nov 03 13:01:08 GMT 2025","Mon Nov 03 13:01:21 GMT 2025","13253","mobile-safari","tests/my-bets.spec.ts","My Bets Page","","","should show empty state when no bets",""
"failed","Mon Nov 03 13:00:16 GMT 2025","Mon Nov 03 13:00:27 GMT 2025","10180","mobile-chrome","tests/my-bets.spec.ts","My Bets Page","","","should show empty state when no bets",""
"failed","Mon Nov 03 13:00:13 GMT 2025","Mon Nov 03 13:00:29 GMT 2025","16600","mobile-chrome","tests/betting.spec.ts","Betting System","","","should navigate to my bets page",""
"passed","Mon Nov 03 13:00:12 GMT 2025","Mon Nov 03 13:00:18 GMT 2025","6116","mobile-chrome","tests/betting.spec.ts","Betting System","","","should display betting form when authenticated",""
"passed","Mon Nov 03 13:01:03 GMT 2025","Mon Nov 03 13:01:08 GMT 2025","5192","mobile-safari","tests/betting.spec.ts","Betting System","","","should show login prompt for unauthenticated users",""
"passed","Mon Nov 03 12:59:41 GMT 2025","Mon Nov 03 12:59:47 GMT 2025","5526","chromium","tests/navigation.spec.ts","Navigation","","","should display header on all pages",""
"passed","Mon Nov 03 12:59:49 GMT 2025","Mon Nov 03 13:00:08 GMT 2025","19236","chromium","tests/mobile.spec.ts","Mobile Responsiveness","","","should display mobile-friendly navigation",""
"passed","Mon Nov 03 13:00:12 GMT 2025","Mon Nov 03 13:00:16 GMT 2025","4079","mobile-chrome","tests/auth.spec.ts","Authentication","","","should register LAPEN member with approval pending",""
"passed","Mon Nov 03 13:00:23 GMT 2025","Mon Nov 03 13:00:24 GMT 2025","1567","mobile-chrome","tests/navigation.spec.ts","Navigation","","","should navigate to login page",""
"passed","Mon Nov 03 13:00:10 GMT 2025","Mon Nov 03 13:00:13 GMT 2025","2739","mobile-chrome","tests/betting.spec.ts","Betting System","","","should display betting page",""
"passed","Mon Nov 03 13:00:31 GMT 2025","Mon Nov 03 13:00:37 GMT 2025","6114","mobile-chrome","tests/mobile.spec.ts","Mobile Responsiveness","","","should display mobile-friendly navigation",""
"passed","Mon Nov 03 12:59:57 GMT 2025","Mon Nov 03 13:00:00 GMT 2025","2545","mobile-chrome","tests/auth.spec.ts","Authentication","","","should register new user successfully",""
