"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Nov 03 18:14:25 GMT 2025","Mon Nov 03 18:14:32 GMT 2025","7244","chromium","tests/admin.spec.ts","Admin Panel","","","should navigate to matches management",""
"passed","Mon Nov 03 18:16:15 GMT 2025","Mon Nov 03 18:16:27 GMT 2025","11838","mobile-safari","tests/navigation.spec.ts","Navigation","","","should display header on all pages",""
"passed","Mon Nov 03 18:14:58 GMT 2025","Mon Nov 03 18:15:00 GMT 2025","2177","mobile-chrome","tests/admin.spec.ts","Admin Panel","","","should login to admin panel",""
"passed","Mon Nov 03 18:15:25 GMT 2025","Mon Nov 03 18:15:29 GMT 2025","4531","mobile-chrome","tests/my-bets.spec.ts","My Bets Page","","","should show empty state when no bets",""
"passed","Mon Nov 03 18:14:41 GMT 2025","Mon Nov 03 18:14:46 GMT 2025","5440","chromium","tests/my-bets.spec.ts","My Bets Page","","","should display my bets page when authenticated",""
"passed","Mon Nov 03 18:15:31 GMT 2025","Mon Nov 03 18:15:35 GMT 2025","4204","mobile-chrome","tests/navigation.spec.ts","Navigation","","","should navigate back from login to home",""
"passed","Mon Nov 03 18:15:38 GMT 2025","Mon Nov 03 18:15:44 GMT 2025","6413","mobile-safari","tests/admin.spec.ts","Admin Panel","","","should login to admin panel",""
"passed","Mon Nov 03 18:14:30 GMT 2025","Mon Nov 03 18:14:33 GMT 2025","2942","chromium","tests/auth.spec.ts","Authentication","","","should register new user successfully",""
"passed","Mon Nov 03 18:15:16 GMT 2025","Mon Nov 03 18:15:29 GMT 2025","12683","mobile-chrome","tests/auth.spec.ts","Authentication","","","should logout successfully",""
"passed","Mon Nov 03 18:14:57 GMT 2025","Mon Nov 03 18:15:12 GMT 2025","14628","chromium","tests/mobile.spec.ts","Mobile Responsiveness","","","should support mobile viewport (320px minimum)",""
"passed","Mon Nov 03 18:15:45 GMT 2025","Mon Nov 03 18:15:54 GMT 2025","9160","mobile-safari","tests/admin.spec.ts","Admin Panel","","","should navigate to LAPEN approvals",""
"passed","Mon Nov 03 18:15:31 GMT 2025","Mon Nov 03 18:15:35 GMT 2025","3296","mobile-chrome","tests/schedule.spec.ts","Schedule Management","","","should display schedule view",""
"passed","Mon Nov 03 18:15:02 GMT 2025","Mon Nov 03 18:15:03 GMT 2025","1887","mobile-chrome","tests/admin.spec.ts","Admin Panel","","","should navigate to LAPEN approvals",""
"passed","Mon Nov 03 18:16:23 GMT 2025","Mon Nov 03 18:16:28 GMT 2025","5688","mobile-safari","tests/schedule.spec.ts","Schedule Management","","","should navigate to view from home",""
"passed","Mon Nov 03 18:15:23 GMT 2025","Mon Nov 03 18:15:27 GMT 2025","4144","mobile-chrome","tests/my-bets.spec.ts","My Bets Page","","","should display my bets page when authenticated",""
"passed","Mon Nov 03 18:16:20 GMT 2025","Mon Nov 03 18:16:28 GMT 2025","7784","mobile-safari","tests/navigation.spec.ts","Navigation","","","should navigate back from login to home",""
"passed","Mon Nov 03 18:15:21 GMT 2025","Mon Nov 03 18:15:25 GMT 2025","3959","mobile-chrome","tests/betting.spec.ts","Betting System","","","should display betting form when authenticated",""
"passed","Mon Nov 03 18:15:53 GMT 2025","Mon Nov 03 18:16:07 GMT 2025","14348","mobile-safari","tests/auth.spec.ts","Authentication","","","should login with valid credentials",""
"passed","Mon Nov 03 18:16:10 GMT 2025","Mon Nov 03 18:16:15 GMT 2025","4996","mobile-safari","tests/my-bets.spec.ts","My Bets Page","","","should require authentication",""
"passed","Mon Nov 03 18:14:50 GMT 2025","Mon Nov 03 18:14:53 GMT 2025","3432","chromium","tests/navigation.spec.ts","Navigation","","","should handle 404 navigation",""
"passed","Mon Nov 03 18:15:13 GMT 2025","Mon Nov 03 18:15:25 GMT 2025","11395","mobile-chrome","tests/auth.spec.ts","Authentication","","","should login with valid credentials",""
"passed","Mon Nov 03 18:14:51 GMT 2025","Mon Nov 03 18:14:55 GMT 2025","3549","chromium","tests/schedule.spec.ts","Schedule Management","","","should navigate to schedule form",""
"passed","Mon Nov 03 18:16:17 GMT 2025","Mon Nov 03 18:16:22 GMT 2025","5563","mobile-safari","tests/navigation.spec.ts","Navigation","","","should handle 404 navigation",""
"passed","Mon Nov 03 18:15:27 GMT 2025","Mon Nov 03 18:15:30 GMT 2025","3278","mobile-chrome","tests/navigation.spec.ts","Navigation","","","should navigate to home page",""
"passed","Mon Nov 03 18:16:29 GMT 2025","Mon Nov 03 18:16:32 GMT 2025","2595","mobile-safari","tests/mobile.spec.ts","Mobile Responsiveness","","","should handle mobile form inputs",""
"passed","Mon Nov 03 18:14:30 GMT 2025","Mon Nov 03 18:14:35 GMT 2025","4518","chromium","tests/auth.spec.ts","Authentication","","","should show error for duplicate email",""
"passed","Mon Nov 03 18:14:33 GMT 2025","Mon Nov 03 18:14:46 GMT 2025","13085","chromium","tests/auth.spec.ts","Authentication","","","should logout successfully",""
"passed","Mon Nov 03 18:15:56 GMT 2025","Mon Nov 03 18:16:03 GMT 2025","7423","mobile-safari","tests/auth.spec.ts","Authentication","","","should register LAPEN member with approval pending",""
"passed","Mon Nov 03 18:14:46 GMT 2025","Mon Nov 03 18:14:51 GMT 2025","4721","chromium","tests/navigation.spec.ts","Navigation","","","should navigate to betting page",""
