"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Nov 03 16:17:51 GMT 2025","Mon Nov 03 16:18:01 GMT 2025","9934","chromium","tests/navigation.spec.ts","Navigation","","","should display header on all pages",""
"passed","Mon Nov 03 16:18:24 GMT 2025","Mon Nov 03 16:18:29 GMT 2025","5158","mobile-chrome","tests/betting.spec.ts","Betting System","","","should navigate to my bets page",""
"passed","Mon Nov 03 16:19:21 GMT 2025","Mon Nov 03 16:19:27 GMT 2025","6706","mobile-safari","tests/navigation.spec.ts","Navigation","","","should navigate to home page",""
"passed","Mon Nov 03 16:19:25 GMT 2025","Mon Nov 03 16:19:35 GMT 2025","9989","mobile-safari","tests/navigation.spec.ts","Navigation","","","should navigate to login page",""
"passed","Mon Nov 03 16:17:26 GMT 2025","Mon Nov 03 16:17:31 GMT 2025","5407","chromium","tests/admin.spec.ts","Admin Panel","","","should navigate to matches management",""
"passed","Mon Nov 03 16:17:54 GMT 2025","Mon Nov 03 16:17:58 GMT 2025","3632","chromium","tests/schedule.spec.ts","Schedule Management","","","should navigate to schedule form",""
"passed","Mon Nov 03 16:19:44 GMT 2025","Mon Nov 03 16:19:48 GMT 2025","3453","mobile-safari","tests/mobile.spec.ts","Mobile Responsiveness","","","should display betting page on mobile",""
"passed","Mon Nov 03 16:18:29 GMT 2025","Mon Nov 03 16:18:34 GMT 2025","4987","mobile-chrome","tests/navigation.spec.ts","Navigation","","","should navigate to betting page",""
"passed","Mon Nov 03 16:19:13 GMT 2025","Mon Nov 03 16:19:25 GMT 2025","11932","mobile-safari","tests/betting.spec.ts","Betting System","","","should navigate to my bets page",""
"passed","Mon Nov 03 16:17:41 GMT 2025","Mon Nov 03 16:17:43 GMT 2025","1806","chromium","tests/betting.spec.ts","Betting System","","","should show login prompt for unauthenticated users",""
"passed","Mon Nov 03 16:17:26 GMT 2025","Mon Nov 03 16:17:34 GMT 2025","7445","chromium","tests/admin.spec.ts","Admin Panel","","","should login to admin panel",""
"passed","Mon Nov 03 16:18:01 GMT 2025","Mon Nov 03 16:18:03 GMT 2025","1982","mobile-chrome","tests/admin.spec.ts","Admin Panel","","","should login to admin panel",""
"passed","Mon Nov 03 16:18:09 GMT 2025","Mon Nov 03 16:18:16 GMT 2025","6868","mobile-chrome","tests/admin.spec.ts","Admin Panel","","","should prevent access without authentication",""
"passed","Mon Nov 03 16:18:16 GMT 2025","Mon Nov 03 16:18:29 GMT 2025","12449","mobile-chrome","tests/auth.spec.ts","Authentication","","","should login with valid credentials",""
"passed","Mon Nov 03 16:19:00 GMT 2025","Mon Nov 03 16:19:08 GMT 2025","8656","mobile-safari","tests/auth.spec.ts","Authentication","","","should show error for duplicate email",""
"passed","Mon Nov 03 16:17:26 GMT 2025","Mon Nov 03 16:17:35 GMT 2025","8980","chromium","tests/admin.spec.ts","Admin Panel","","","should navigate to courts management",""
"passed","Mon Nov 03 16:19:14 GMT 2025","Mon Nov 03 16:19:20 GMT 2025","6086","mobile-safari","tests/betting.spec.ts","Betting System","","","should display sections",""
"passed","Mon Nov 03 16:19:27 GMT 2025","Mon Nov 03 16:19:37 GMT 2025","9436","mobile-safari","tests/navigation.spec.ts","Navigation","","","should navigate to signup page",""
"passed","Mon Nov 03 16:19:40 GMT 2025","Mon Nov 03 16:19:45 GMT 2025","5146","mobile-safari","tests/mobile.spec.ts","Mobile Responsiveness","","","should display mobile-friendly navigation",""
"passed","Mon Nov 03 16:18:27 GMT 2025","Mon Nov 03 16:18:33 GMT 2025","6524","mobile-chrome","tests/my-bets.spec.ts","My Bets Page","","","should navigate back to betting dashboard",""
"passed","Mon Nov 03 16:18:33 GMT 2025","Mon Nov 03 16:18:41 GMT 2025","8303","mobile-chrome","tests/navigation.spec.ts","Navigation","","","should display header on all pages",""
"passed","Mon Nov 03 16:18:18 GMT 2025","Mon Nov 03 16:18:24 GMT 2025","6114","mobile-chrome","tests/auth.spec.ts","Authentication","","","should request password reset",""
