"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Mon Nov 03 18:26:03 GMT 2025","Mon Nov 03 18:26:04 GMT 2025","379","mobile-chrome","tests/my-bets.spec.ts","My Bets Page","","","should navigate back to betting dashboard",""
"failed","Mon Nov 03 18:27:20 GMT 2025","Mon Nov 03 18:27:27 GMT 2025","6068","mobile-safari","tests/mobile.spec.ts","Mobile Responsiveness","","","should display betting page on mobile",""
"failed","Mon Nov 03 18:25:44 GMT 2025","Mon Nov 03 18:25:55 GMT 2025","11096","mobile-chrome","tests/admin.spec.ts","Admin Panel","","","should prevent access without authentication",""
"failed","Mon Nov 03 18:24:29 GMT 2025","Mon Nov 03 18:24:43 GMT 2025","13060","chromium","tests/admin.spec.ts","Admin Panel","","","should display dashboard statistics",""
"failed","Mon Nov 03 18:25:47 GMT 2025","Mon Nov 03 18:25:58 GMT 2025","11083","mobile-chrome","tests/auth.spec.ts","Authentication","","","should login with valid credentials",""
"failed","Mon Nov 03 18:25:04 GMT 2025","Mon Nov 03 18:25:10 GMT 2025","5748","chromium","tests/my-bets.spec.ts","My Bets Page","","","should require authentication",""
"failed","Mon Nov 03 18:25:04 GMT 2025","Mon Nov 03 18:25:04 GMT 2025","259","chromium","tests/my-bets.spec.ts","My Bets Page","","","should navigate back to betting dashboard",""
"failed","Mon Nov 03 18:26:03 GMT 2025","Mon Nov 03 18:26:03 GMT 2025","447","mobile-chrome","tests/my-bets.spec.ts","My Bets Page","","","should show empty state when no bets",""
"failed","Mon Nov 03 18:25:13 GMT 2025","Mon Nov 03 18:25:20 GMT 2025","6414","chromium","tests/navigation.spec.ts","Navigation","","","should navigate back from login to home",""
"passed","Mon Nov 03 18:26:11 GMT 2025","Mon Nov 03 18:26:12 GMT 2025","455","mobile-chrome","tests/navigation.spec.ts","Navigation","","","should handle 404 navigation",""
"failed","Mon Nov 03 18:27:00 GMT 2025","Mon Nov 03 18:27:01 GMT 2025","779","mobile-safari","tests/my-bets.spec.ts","My Bets Page","","","should navigate back to betting dashboard",""
"failed","Mon Nov 03 18:25:59 GMT 2025","Mon Nov 03 18:26:05 GMT 2025","5932","mobile-chrome","tests/betting.spec.ts","Betting System","","","should show login prompt for unauthenticated users",""
