"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Nov 03 16:01:59 GMT 2025","Mon Nov 03 16:02:06 GMT 2025","6842","chromium","tests/navigation.spec.ts","Navigation","","","should display header on all pages",""
"passed","Mon Nov 03 16:01:50 GMT 2025","Mon Nov 03 16:01:52 GMT 2025","2099","chromium","tests/betting.spec.ts","Betting System","","","should display sections",""
"passed","Mon Nov 03 16:01:58 GMT 2025","Mon Nov 03 16:02:00 GMT 2025","1499","chromium","tests/navigation.spec.ts","Navigation","","","should navigate to signup page",""
"passed","Mon Nov 03 16:01:58 GMT 2025","Mon Nov 03 16:01:59 GMT 2025","1162","chromium","tests/navigation.spec.ts","Navigation","","","should navigate to login page",""
"passed","Mon Nov 03 16:02:51 GMT 2025","Mon Nov 03 16:02:57 GMT 2025","6145","mobile-chrome","tests/mobile.spec.ts","Mobile Responsiveness","","","should support mobile viewport (320px minimum)",""
"passed","Mon Nov 03 16:02:43 GMT 2025","Mon Nov 03 16:02:44 GMT 2025","1492","mobile-chrome","tests/navigation.spec.ts","Navigation","","","should handle 404 navigation",""
"passed","Mon Nov 03 16:02:12 GMT 2025","Mon Nov 03 16:02:14 GMT 2025","2078","mobile-chrome","tests/admin.spec.ts","Admin Panel","","","should navigate to LAPEN approvals",""
"passed","Mon Nov 03 16:02:09 GMT 2025","Mon Nov 03 16:02:11 GMT 2025","2108","mobile-chrome","tests/admin.spec.ts","Admin Panel","","","should login to admin panel",""
"failed","Mon Nov 03 16:03:25 GMT 2025","Mon Nov 03 16:03:39 GMT 2025","13572","mobile-safari","tests/my-bets.spec.ts","My Bets Page","","","should display my bets page when authenticated",""
"passed","Mon Nov 03 16:02:09 GMT 2025","Mon Nov 03 16:02:12 GMT 2025","2317","mobile-chrome","tests/admin.spec.ts","Admin Panel","","","should navigate to courts management",""
"failed","Mon Nov 03 16:01:50 GMT 2025","Mon Nov 03 16:02:00 GMT 2025","9678","chromium","tests/my-bets.spec.ts","My Bets Page","","","should display my bets page when authenticated",""
"passed","Mon Nov 03 16:02:39 GMT 2025","Mon Nov 03 16:02:40 GMT 2025","1540","mobile-chrome","tests/navigation.spec.ts","Navigation","","","should navigate to betting page",""
"passed","Mon Nov 03 16:02:13 GMT 2025","Mon Nov 03 16:02:15 GMT 2025","1593","mobile-chrome","tests/admin.spec.ts","Admin Panel","","","should navigate to reports",""
"passed","Mon Nov 03 16:03:22 GMT 2025","Mon Nov 03 16:03:30 GMT 2025","7811","mobile-safari","tests/betting.spec.ts","Betting System","","","should display betting form when authenticated",""
"passed","Mon Nov 03 16:01:40 GMT 2025","Mon Nov 03 16:01:46 GMT 2025","6367","chromium","tests/admin.spec.ts","Admin Panel","","","should prevent access without authentication",""
"passed","Mon Nov 03 16:02:40 GMT 2025","Mon Nov 03 16:02:41 GMT 2025","1643","mobile-chrome","tests/navigation.spec.ts","Navigation","","","should navigate to schedule view",""
"failed","Mon Nov 03 16:01:49 GMT 2025","Mon Nov 03 16:02:05 GMT 2025","15255","chromium","tests/betting.spec.ts","Betting System","","","should navigate to my bets page",""
"passed","Mon Nov 03 16:02:49 GMT 2025","Mon Nov 03 16:02:55 GMT 2025","5656","mobile-chrome","tests/mobile.spec.ts","Mobile Responsiveness","","","should handle mobile form inputs",""
"failed","Mon Nov 03 16:01:51 GMT 2025","Mon Nov 03 16:02:02 GMT 2025","10333","chromium","tests/my-bets.spec.ts","My Bets Page","","","should show empty state when no bets",""
"passed","Mon Nov 03 16:02:42 GMT 2025","Mon Nov 03 16:02:47 GMT 2025","5221","mobile-chrome","tests/navigation.spec.ts","Navigation","","","should display header on all pages",""
"passed","Mon Nov 03 16:01:40 GMT 2025","Mon Nov 03 16:01:44 GMT 2025","3869","chromium","tests/auth.spec.ts","Authentication","","","should register new user successfully",""
"passed","Mon Nov 03 16:03:55 GMT 2025","Mon Nov 03 16:03:59 GMT 2025","3669","mobile-safari","tests/mobile.spec.ts","Mobile Responsiveness","","","should support mobile viewport (320px minimum)",""
"passed","Mon Nov 03 16:02:27 GMT 2025","Mon Nov 03 16:02:33 GMT 2025","6499","mobile-chrome","tests/auth.spec.ts","Authentication","","","should request password reset",""
"passed","Mon Nov 03 16:01:57 GMT 2025","Mon Nov 03 16:01:58 GMT 2025","1309","chromium","tests/navigation.spec.ts","Navigation","","","should navigate to betting page",""
"passed","Mon Nov 03 16:03:43 GMT 2025","Mon Nov 03 16:03:53 GMT 2025","10347","mobile-safari","tests/navigation.spec.ts","Navigation","","","should navigate back from login to home",""
"passed","Mon Nov 03 16:02:09 GMT 2025","Mon Nov 03 16:02:23 GMT 2025","14121","chromium","tests/mobile.spec.ts","Mobile Responsiveness","","","should display betting page on mobile",""
"passed","Mon Nov 03 16:03:02 GMT 2025","Mon Nov 03 16:03:11 GMT 2025","9058","mobile-safari","tests/admin.spec.ts","Admin Panel","","","should display dashboard statistics",""
"passed","Mon Nov 03 16:02:38 GMT 2025","Mon Nov 03 16:02:39 GMT 2025","1215","mobile-chrome","tests/navigation.spec.ts","Navigation","","","should navigate to home page",""
"passed","Mon Nov 03 16:01:49 GMT 2025","Mon Nov 03 16:01:54 GMT 2025","5351","chromium","tests/betting.spec.ts","Betting System","","","should display betting form when authenticated",""
"passed","Mon Nov 03 16:03:40 GMT 2025","Mon Nov 03 16:03:53 GMT 2025","12958","mobile-safari","tests/navigation.spec.ts","Navigation","","","should display header on all pages",""
"passed","Mon Nov 03 16:02:26 GMT 2025","Mon Nov 03 16:02:29 GMT 2025","3304","mobile-chrome","tests/betting.spec.ts","Betting System","","","should display betting page",""
"passed","Mon Nov 03 16:02:01 GMT 2025","Mon Nov 03 16:02:03 GMT 2025","2024","chromium","tests/navigation.spec.ts","Navigation","","","should handle 404 navigation",""
"passed","Mon Nov 03 16:02:21 GMT 2025","Mon Nov 03 16:02:26 GMT 2025","5353","mobile-chrome","tests/auth.spec.ts","Authentication","","","should show error for duplicate email",""
"passed","Mon Nov 03 16:03:35 GMT 2025","Mon Nov 03 16:03:38 GMT 2025","3984","mobile-safari","tests/navigation.spec.ts","Navigation","","","should navigate to betting page",""
"passed","Mon Nov 03 16:02:15 GMT 2025","Mon Nov 03 16:02:21 GMT 2025","6006","mobile-chrome","tests/admin.spec.ts","Admin Panel","","","should prevent access without authentication",""
"passed","Mon Nov 03 16:03:35 GMT 2025","Mon Nov 03 16:03:39 GMT 2025","3935","mobile-safari","tests/navigation.spec.ts","Navigation","","","should navigate to schedule view",""
"passed","Mon Nov 03 16:01:45 GMT 2025","Mon Nov 03 16:01:49 GMT 2025","4541","chromium","tests/auth.spec.ts","Authentication","","","should register LAPEN member with approval pending",""
"passed","Mon Nov 03 16:01:40 GMT 2025","Mon Nov 03 16:01:45 GMT 2025","4390","chromium","tests/auth.spec.ts","Authentication","","","should show error for duplicate email",""
"passed","Mon Nov 03 16:02:33 GMT 2025","Mon Nov 03 16:02:35 GMT 2025","2269","mobile-chrome","tests/betting.spec.ts","Betting System","","","should display sections",""
"passed","Mon Nov 03 16:01:41 GMT 2025","Mon Nov 03 16:01:49 GMT 2025","8403","chromium","tests/auth.spec.ts","Authentication","","","should login with valid credentials",""
"passed","Mon Nov 03 16:03:30 GMT 2025","Mon Nov 03 16:03:34 GMT 2025","4522","mobile-safari","tests/my-bets.spec.ts","My Bets Page","","","should require authentication",""
"failed","Mon Nov 03 16:03:24 GMT 2025","Mon Nov 03 16:03:43 GMT 2025","19383","mobile-safari","tests/betting.spec.ts","Betting System","","","should navigate to my bets page",""
"passed","Mon Nov 03 16:03:39 GMT 2025","Mon Nov 03 16:03:43 GMT 2025","3631","mobile-safari","tests/navigation.spec.ts","Navigation","","","should handle 404 navigation",""
"passed","Mon Nov 03 16:02:00 GMT 2025","Mon Nov 03 16:02:04 GMT 2025","3879","chromium","tests/navigation.spec.ts","Navigation","","","should navigate back from login to home",""
"passed","Mon Nov 03 16:03:12 GMT 2025","Mon Nov 03 16:03:19 GMT 2025","7073","mobile-safari","tests/auth.spec.ts","Authentication","","","should show error for invalid credentials",""
"passed","Mon Nov 03 16:03:17 GMT 2025","Mon Nov 03 16:03:24 GMT 2025","7138","mobile-safari","tests/betting.spec.ts","Betting System","","","should display betting page",""
"passed","Mon Nov 03 16:01:55 GMT 2025","Mon Nov 03 16:01:57 GMT 2025","1974","chromium","tests/my-bets.spec.ts","My Bets Page","","","should require authentication",""
"passed","Mon Nov 03 16:02:29 GMT 2025","Mon Nov 03 16:02:33 GMT 2025","3124","mobile-chrome","tests/betting.spec.ts","Betting System","","","should show login prompt for unauthenticated users",""
"passed","Mon Nov 03 16:03:39 GMT 2025","Mon Nov 03 16:03:44 GMT 2025","5601","mobile-safari","tests/navigation.spec.ts","Navigation","","","should navigate to login page",""
"passed","Mon Nov 03 16:02:08 GMT 2025","Mon Nov 03 16:02:22 GMT 2025","14510","chromium","tests/mobile.spec.ts","Mobile Responsiveness","","","should display mobile-friendly navigation",""
"passed","Mon Nov 03 16:02:03 GMT 2025","Mon Nov 03 16:02:06 GMT 2025","3183","chromium","tests/schedule.spec.ts","Schedule Management","","","should navigate to schedule form",""
"passed","Mon Nov 03 16:03:01 GMT 2025","Mon Nov 03 16:03:11 GMT 2025","9938","mobile-safari","tests/admin.spec.ts","Admin Panel","","","should navigate to reports",""
"passed","Mon Nov 03 16:02:41 GMT 2025","Mon Nov 03 16:02:43 GMT 2025","1506","mobile-chrome","tests/navigation.spec.ts","Navigation","","","should navigate to signup page",""
"passed","Mon Nov 03 16:01:57 GMT 2025","Mon Nov 03 16:01:58 GMT 2025","1234","chromium","tests/navigation.spec.ts","Navigation","","","should navigate to schedule view",""
