"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Mon Nov 03 19:36:53 GMT 2025","Mon Nov 03 19:37:05 GMT 2025","11300","mobile-chrome","tests/mobile.spec.ts","Mobile Responsiveness","","","should handle mobile form inputs",""
"failed","Mon Nov 03 19:36:28 GMT 2025","Mon Nov 03 19:36:34 GMT 2025","5940","mobile-chrome","tests/betting.spec.ts","Betting System","","","should display betting page",""
"failed","Mon Nov 03 19:36:35 GMT 2025","Mon Nov 03 19:36:41 GMT 2025","5878","mobile-chrome","tests/my-bets.spec.ts","My Bets Page","","","should require authentication",""
"failed","Mon Nov 03 19:37:03 GMT 2025","Mon Nov 03 19:37:15 GMT 2025","11568","mobile-safari","tests/admin.spec.ts","Admin Panel","","","should navigate to reports",""
"failed","Mon Nov 03 19:35:58 GMT 2025","Mon Nov 03 19:36:06 GMT 2025","7396","chromium","tests/mobile.spec.ts","Mobile Responsiveness","","","should display betting page on mobile",""
"failed","Mon Nov 03 19:36:35 GMT 2025","Mon Nov 03 19:36:36 GMT 2025","419","mobile-chrome","tests/my-bets.spec.ts","My Bets Page","","","should show empty state when no bets",""
"failed","Mon Nov 03 19:37:53 GMT 2025","Mon Nov 03 19:38:05 GMT 2025","11745","mobile-safari","tests/mobile.spec.ts","Mobile Responsiveness","","","should handle mobile form inputs",""
"failed","Mon Nov 03 19:37:33 GMT 2025","Mon Nov 03 19:37:34 GMT 2025","803","mobile-safari","tests/my-bets.spec.ts","My Bets Page","","","should navigate back to betting dashboard",""
"failed","Mon Nov 03 19:35:52 GMT 2025","Mon Nov 03 19:36:03 GMT 2025","11290","chromium","tests/schedule.spec.ts","Schedule Management","","","should navigate to view from home",""
"failed","Mon Nov 03 19:35:56 GMT 2025","Mon Nov 03 19:36:06 GMT 2025","9713","chromium","tests/mobile.spec.ts","Mobile Responsiveness","","","should support mobile viewport (320px minimum)",""
"failed","Mon Nov 03 19:36:51 GMT 2025","Mon Nov 03 19:37:02 GMT 2025","11246","mobile-chrome","tests/schedule.spec.ts","Schedule Management","","","should navigate to view from home",""
"passed","Mon Nov 03 19:37:51 GMT 2025","Mon Nov 03 19:37:54 GMT 2025","2561","mobile-safari","tests/verify-bypass.spec.ts","","","","verify deployment protection bypass",""
"failed","Mon Nov 03 19:35:32 GMT 2025","Mon Nov 03 19:35:32 GMT 2025","648","chromium","tests/betting.spec.ts","Betting System","","","should display betting form when authenticated",""
"failed","Mon Nov 03 19:36:16 GMT 2025","Mon Nov 03 19:36:27 GMT 2025","11120","mobile-chrome","tests/auth.spec.ts","Authentication","","","should register new user successfully",""
