"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Mon Nov 03 18:43:08 GMT 2025","Mon Nov 03 18:43:08 GMT 2025","464","mobile-chrome","tests/auth.spec.ts","Authentication","","","should show error for duplicate email",""
"failed","Mon Nov 03 18:44:45 GMT 2025","Mon Nov 03 18:44:54 GMT 2025","8286","mobile-safari","tests/navigation.spec.ts","Navigation","","","should handle 404 navigation",""
"failed","Mon Nov 03 18:42:19 GMT 2025","Mon Nov 03 18:42:19 GMT 2025","421","chromium","tests/my-bets.spec.ts","My Bets Page","","","should display my bets page when authenticated",""
"failed","Mon Nov 03 18:43:34 GMT 2025","Mon Nov 03 18:43:41 GMT 2025","6769","mobile-chrome","tests/navigation.spec.ts","Navigation","","","should handle 404 navigation",""
"failed","Mon Nov 03 18:43:30 GMT 2025","Mon Nov 03 18:43:43 GMT 2025","13059","mobile-chrome","tests/navigation.spec.ts","Navigation","","","should navigate to login page",""
"failed","Mon Nov 03 18:44:11 GMT 2025","Mon Nov 03 18:44:24 GMT 2025","12876","mobile-safari","tests/auth.spec.ts","Authentication","","","should login with valid credentials",""
"failed","Mon Nov 03 18:41:43 GMT 2025","Mon Nov 03 18:41:57 GMT 2025","14674","chromium","tests/admin.spec.ts","Admin Panel","","","should navigate to matches management",""
"passed","Mon Nov 03 18:43:41 GMT 2025","Mon Nov 03 18:43:44 GMT 2025","2537","mobile-chrome","tests/schedule.spec.ts","Schedule Management","","","should display schedule view",""
"failed","Mon Nov 03 18:43:04 GMT 2025","Mon Nov 03 18:43:17 GMT 2025","12375","mobile-chrome","tests/auth.spec.ts","Authentication","","","should register new user successfully",""
"passed","Mon Nov 03 18:42:37 GMT 2025","Mon Nov 03 18:42:40 GMT 2025","2662","chromium","tests/schedule.spec.ts","Schedule Management","","","should display schedule view",""
"failed","Mon Nov 03 18:43:38 GMT 2025","Mon Nov 03 18:43:47 GMT 2025","8852","mobile-chrome","tests/navigation.spec.ts","Navigation","","","should navigate back from login to home",""
"failed","Mon Nov 03 18:43:28 GMT 2025","Mon Nov 03 18:43:40 GMT 2025","12132","mobile-chrome","tests/navigation.spec.ts","Navigation","","","should navigate to betting page",""
"failed","Mon Nov 03 18:44:28 GMT 2025","Mon Nov 03 18:44:29 GMT 2025","800","mobile-safari","tests/betting.spec.ts","Betting System","","","should display betting form when authenticated",""
"failed","Mon Nov 03 18:44:31 GMT 2025","Mon Nov 03 18:44:32 GMT 2025","1406","mobile-safari","tests/my-bets.spec.ts","My Bets Page","","","should display my bets page when authenticated",""
"failed","Mon Nov 03 18:43:30 GMT 2025","Mon Nov 03 18:43:43 GMT 2025","13599","mobile-chrome","tests/navigation.spec.ts","Navigation","","","should navigate to schedule view",""
"passed","Mon Nov 03 18:42:39 GMT 2025","Mon Nov 03 18:42:46 GMT 2025","6445","chromium","tests/mobile.spec.ts","Mobile Responsiveness","","","should display mobile-friendly navigation",""
"failed","Mon Nov 03 18:43:08 GMT 2025","Mon Nov 03 18:43:19 GMT 2025","11713","mobile-chrome","tests/auth.spec.ts","Authentication","","","should login with valid credentials",""
"failed","Mon Nov 03 18:44:28 GMT 2025","Mon Nov 03 18:44:29 GMT 2025","786","mobile-safari","tests/betting.spec.ts","Betting System","","","should navigate to my bets page",""
"failed","Mon Nov 03 18:44:35 GMT 2025","Mon Nov 03 18:44:44 GMT 2025","9224","mobile-safari","tests/my-bets.spec.ts","My Bets Page","","","should require authentication",""
"failed","Mon Nov 03 18:41:59 GMT 2025","Mon Nov 03 18:42:12 GMT 2025","13078","chromium","tests/admin.spec.ts","Admin Panel","","","should prevent access without authentication",""
"failed","Mon Nov 03 18:43:23 GMT 2025","Mon Nov 03 18:43:30 GMT 2025","7693","mobile-chrome","tests/betting.spec.ts","Betting System","","","should display sections",""
"failed","Mon Nov 03 18:44:51 GMT 2025","Mon Nov 03 18:45:05 GMT 2025","13619","mobile-safari","tests/schedule.spec.ts","Schedule Management","","","should navigate to schedule form",""
"failed","Mon Nov 03 18:44:35 GMT 2025","Mon Nov 03 18:44:50 GMT 2025","14597","mobile-safari","tests/navigation.spec.ts","Navigation","","","should navigate to schedule view",""
"failed","Mon Nov 03 18:44:17 GMT 2025","Mon Nov 03 18:44:30 GMT 2025","13320","mobile-safari","tests/auth.spec.ts","Authentication","","","should request password reset",""
